LP.;Nazwa konferencji;Liczba punktów;Przypisane dyscypliny naukowe
1047;International Symposium on Modelling and Optimization in Mobile, Ad Hoc, and Wireless Networks [WiOpt];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1048;International Symposium on Neural Networks [ISNN];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1049;International Symposium on Next Generation Data Base Systems and Applications [NGDB];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1050;International Symposium on Object Technologies for Advanced Software [ISOTAS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1051;International Symposium on Parallel and Distributed Computing [ISPDC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1052;International Symposium on Parallel Architectures, Algorithms and Networks [I-SPAN];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1053;"The International Symposium on Research in Attacks, Intrusions and Defenses [RAID]
(International Symposium on Recent Advances in Intrusion Detection [RAID])";140;"informatyka techniczna i telekomunikacja;
informatyka;"
1054;International Symposium on Robotics [ISR];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1055;"International Symposium on Robotics Research [ISRR]
(International Symposium on Robotics Research [ISSR])";140;"informatyka techniczna i telekomunikacja;
informatyka;"
1056;International Symposium on Software Reliability Engineering [ISSRE];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1057;International Symposium on Software Testing and Analysis [ISSTA];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1058;International Symposium on Spatial Data Handling [SDH];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1059;International Symposium on Spatial Data Infrastructures [ISSDI];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1060;International Symposium on Spatial Data Quality [ISSDQ];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1061;"International Symposium on Spatial and Temporal Databases [SSTD]
(International Symposium on Spatial Databases [SSTD])";140;"informatyka techniczna i telekomunikacja;
informatyka;"
1062;International Symposium on String Processing and Information Retrieval [SPIRE];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1063;International Symposium on Symbolic and Algebraic Computation [ISSAC];200;"informatyka techniczna i telekomunikacja;
informatyka;"
1064;International Symposium on Symbolic and Numeric Algorithms for Scientific Computing [SYNASC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1065;International Conference on Hardware/Software Codesign and System Synthesis [CODES+ISSS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1066;International Symposium on Technology and Society [ISTAS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1067;International Symposium on Temporal Representation and Reasoning [TIME];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1068;International Symposium on the Mathematical Theory of Networks and Systems [MTNS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1069;International Symposium on Theoretical Aspects of Computer Science [STACS];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1070;International Symposium on Theoretical Aspects of Software Engineering [TASE];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1071;International Symposium on Visual Computing [ISVC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1072;International Symposium on Voronoi diagrams in Science and Engineering [ISVD];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1073;"International Symposium on Open Collaboration [OPENSYM]
(International Symposiums on Wikis [WIKISYM])";70;"informatyka techniczna i telekomunikacja;
informatyka;"
1074;"International Visualization in Transportation Symposium [TRB]
(International Visualization in Transportation Symposium and Workshop [TRB Viz])";20;"informatyka techniczna i telekomunikacja;
informatyka;"
1075;International Web Conference [IWC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1076;International Wordnet Conference (Global Wordnet Conference) [GWC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1077;International Work-Conference on Artificial and Natural Neural Networks [IWANN];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1078;Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies) [PETS];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1079;International Workshop of the Initiative for the Evaluation of XML Retrieval [INEX];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1080;International Workshop on Abstract State Machines [ASM(W)];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1081;International Workshop on Advanced Architectures and Algorithms for Internet Delivery and Applications [AAA-IDEA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1082;International Workshop on Agents and Data Mining Interaction [ADMI];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1083;International Symposium on Algorithms and Experiments for  Wireless Networks [Algosensors];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1084;International Workshop on Algorithms and Computation [WALCOM];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1085;International Workshop on Aliasing, Confinement and Ownership [IWACO];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1086;International Workshop on Ant Colony [ANTS];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1087;International Workshop on Approximation Algorithms for Combinatorial Optimization Problems [APPROX];140;"informatyka techniczna i telekomunikacja;
informatyka;"
1088;International Workshop on Boolean Functions: Cryptography and Applications [BFCA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1089;International Workshop on Business Process Design [BPD];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1090;International Workshop on Business Process Intelligence [BPI];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1091;International Workshop on Business Process Modelling, Development, and Support [BPMDS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1092;International Workshop on C# and .NET Technologies [C#];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1093;International Workshop on Coding and Cryptography [WCC];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1094;International Workshop on Combinations of Intelligent Methods and Applications [CIMA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1095;International Workshop on Combinatorial Algorithm [IWOCA];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1096;International Workshop on Combinatorial Image Analysis: Theory and Applications [IWCIA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1097;International Workshop on Comparative Evaluation in Requirements Engineering [CERE];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1098;International Workshop on Computer-Aided Software Eng [IWCASE];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1099;International Workshop on Critical Information Infrastructures Security [CRITIS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1100;International Workshop on Data Warehousing and OLAP [DOLAP];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1101;International Workshop on Developments in Computational Models [DCM];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1102;International Workshop on Digital Watermarking [IWDW];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1103;International Workshop on Distributed Object Management [IWDOM];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1104;International Workshop on Domain Driven Data Mining [DDDM];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1105;International Workshop on Economics-Driven Software Engineering Research [EDSER];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1106;International Workshop on Efficient Algorithms [WEA];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1107;International Workshop on Enterprise and Organizational Modelling and Simulation [EOMAS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1108;IEEE international conference on ehealth networking applications and services [HealthCom];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1109;International Workshop on Entertainment Computing [WEC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1110;International Workshop on Evolution and Change in Data Management [ECDM];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1111;International Workshop on Fast Software Encryption [FSE];70;"informatyka techniczna i telekomunikacja;
informatyka;"
1112;International Workshop on Formal Methods for interactive Systems [FMIS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1113;International Workshop on Formal Methods for Parallel Programming: Theory and Applications [FMPPTA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1114;International Workshop on Foundations of Models and Languages for Data and Objects [FMLDO];20;"informatyka techniczna i telekomunikacja;
informatyka;"
1115;International Workshop on Foundations of Object-Oriented Languages [FOOL];20;"informatyka techniczna i telekomunikacja;
informatyka;"
